timestamp [ms],,temperature [C],pressure [Pa], altitude [m] ,pm2_5 [microg/m3],pm10_0 [microg/m3]
2587650,2587.65,14.78,86950.6,1272.04,14,17
2587676,2587.676,14.77,86952.31,1271.88,14,17
2587701,2587.701,14.77,86955.16,1271.61,14,17
2587727,2587.727,14.77,86953.89,1271.73,14,17
2587753,2587.753,14.77,86953.89,1271.73,14,17
2587779,2587.779,14.77,86955.36,1271.59,14,17
2587805,2587.805,14.77,86950.73,1272.03,14,17
2587831,2587.831,14.77,86951.52,1271.95,14,17
2587857,2587.857,14.77,86952.96,1271.82,14,17
2587897,2587.897,14.77,86953.44,1271.77,14,17
2587918,2587.918,14.77,86950.23,1272.08,14,17
2587944,2587.944,14.77,86952.07,1271.9,15,19
2587969,2587.969,14.77,86948.73,1272.22,15,19
2587995,2587.995,14.77,86952.23,1271.89,15,19
2588021,2588.021,14.77,86950.12,1272.09,15,19
2588047,2588.047,14.77,86950.86,1272.02,15,19
2588073,2588.073,14.77,86952.3,1271.88,15,19
2588099,2588.099,14.77,86948.21,1272.27,15,19
2588125,2588.125,14.77,86952.12,1271.9,15,19
2588151,2588.151,14.78,86952.28,1271.88,15,19
2588177,2588.177,14.78,86954.34,1271.69,15,19
2588203,2588.203,14.78,86953.3,1271.79,15,19
2588229,2588.229,14.78,86952.41,1271.87,15,19
2588255,2588.255,14.78,86950.09,1272.09,15,19
2588281,2588.281,14.78,86952.23,1271.89,15,19
2588307,2588.307,14.78,86951.06,1272,15,19
2588333,2588.333,14.78,86951.69,1271.94,15,19
2588359,2588.359,14.78,86952.77,1271.84,15,19
2588385,2588.385,14.78,86952.04,1271.91,15,19
2588411,2588.411,14.78,86950.91,1272.01,15,19
2588437,2588.437,14.78,86953.02,1271.81,15,19
2588463,2588.463,14.78,86951.28,1271.98,15,19
2588489,2588.489,14.78,86950.77,1272.03,15,19
2588515,2588.515,14.78,86951.56,1271.95,15,19
2588541,2588.541,14.78,86951.77,1271.93,15,19
2588567,2588.567,14.78,86951.31,1271.97,15,19
2588593,2588.593,14.78,86951.12,1271.99,15,19
2588619,2588.619,14.78,86952.49,1271.86,15,19
2588645,2588.645,14.78,86952.67,1271.85,15,19
2588671,2588.671,14.78,86955.44,1271.59,15,19
2588697,2588.697,14.78,86954.02,1271.72,15,19
2588723,2588.723,14.78,86954.29,1271.69,15,19
2588749,2588.749,14.78,86956.73,1271.46,15,19
2588775,2588.775,14.78,86954.6,1271.66,15,19
2588801,2588.801,14.78,86955.46,1271.58,15,19
2588827,2588.827,14.78,86955.15,1271.61,15,19
2588853,2588.853,14.78,86953.73,1271.75,15,19
2588879,2588.879,14.78,86953.76,1271.74,15,19
2588918,2588.918,14.78,86953.98,1271.72,15,19
2588939,2588.939,14.78,86954.12,1271.71,15,19
2588965,2588.965,14.78,86956.42,1271.49,14,18
2588991,2588.991,14.78,86956.89,1271.45,14,18
2589017,2589.017,14.78,86958.41,1271.31,14,18
2589043,2589.043,14.78,86957.57,1271.39,14,18
2589069,2589.069,14.78,86957.62,1271.38,14,18
2589095,2589.095,14.78,86959.35,1271.22,14,18
2589120,2589.12,14.78,86959.15,1271.24,14,18
2589146,2589.146,14.78,86958.4,1271.31,14,18
2589172,2589.172,14.78,86957.65,1271.38,14,18
2589198,2589.198,14.78,86954.97,1271.63,14,18
2589224,2589.224,14.78,86955.16,1271.61,14,18
2589250,2589.25,14.78,86954.61,1271.66,14,18
2589276,2589.276,14.78,86957.53,1271.39,14,18
2589302,2589.302,14.78,86956.9,1271.45,14,18
2589328,2589.328,14.78,86956.98,1271.44,14,18
2589354,2589.354,14.78,86958.59,1271.29,14,18
2589380,2589.38,14.78,86958.66,1271.28,14,18
2589406,2589.406,14.78,86959.2,1271.23,14,18
2589432,2589.432,14.78,86958.48,1271.3,14,18
2589458,2589.458,14.78,86957.21,1271.42,14,18
2589970,2589.97,14.74,86964.03,1270.78,14,18
2590971,2590.971,14.68,86963.89,1270.79,14,17
2591970,2591.97,14.63,86969.53,1270.26,13,16
2592972,2592.972,14.61,86972.55,1269.97,13,16
2593970,2593.97,14.59,86984.29,1268.87,13,16
2594971,2594.971,14.58,86985.73,1268.73,14,17
2595969,2595.969,14.58,86986.55,1268.65,13,16
2596970,2596.97,14.57,86996.61,1267.71,13,16
2597971,2597.971,14.57,87002.82,1267.12,12,15
2598969,2598.969,14.57,87009.73,1266.47,12,15
2599970,2599.97,14.57,87012.08,1266.25,12,15
2600971,2600.971,14.57,87008,1266.63,13,17
2601969,2601.969,14.57,87009.13,1266.53,12,15
2602970,2602.97,14.57,87005.84,1266.84,12,15
2603970,2603.97,14.57,86997.46,1267.63,12,15
2604971,2604.971,14.59,86987.12,1268.6,13,16
2605969,2605.969,14.62,86975.57,1269.69,13,16
2606970,2606.97,14.62,86969.25,1270.28,13,16
2607971,2607.971,14.62,86965.69,1270.62,14,17
2608969,2608.969,14.62,86963.33,1270.84,14,18
2609971,2609.971,14.61,86960.06,1271.15,14,17
2610969,2610.969,14.61,86960.43,1271.12,15,18
2611971,2611.971,14.61,86963.11,1270.86,14,18
2612969,2612.969,14.6,86968.74,1270.33,14,18
2613971,2613.971,14.6,86975.74,1269.67,14,17
2614969,2614.969,14.6,86983.38,1268.95,15,19
2615971,2615.971,14.6,86984.84,1268.82,14,18
2616969,2616.969,14.6,86987.27,1268.59,14,18
2617971,2617.971,14.6,86989.79,1268.35,13,16
2618969,2618.969,14.6,86998.33,1267.54,13,16
2619971,2619.971,14.59,87009.4,1266.5,12,15
2620969,2620.969,14.6,87018.93,1265.61,12,15
2621971,2621.971,14.6,87032.81,1264.3,11,14
2622970,2622.97,14.6,87042.27,1263.41,11,14
2623971,2623.971,14.6,87045.86,1263.07,11,14
2624970,2624.97,14.6,87054.49,1262.26,12,14
2625971,2625.971,14.6,87058.62,1261.87,12,14
2626976,2626.976,14.61,87065.63,1261.21,11,14
2627977,2627.977,14.61,87076.2,1260.21,11,14
2628975,2628.975,14.61,87084.13,1259.47,11,14
2629976,2629.976,14.61,87085.99,1259.29,12,15
2630977,2630.977,14.61,87086.3,1259.26,11,14
2631978,2631.978,14.61,87091.56,1258.77,11,14
2632980,2632.98,14.6,87090.5,1258.87,11,14
2633981,2633.981,14.59,87093.79,1258.56,12,15
2634982,2634.982,14.59,87096.84,1258.27,11,14
2635983,2635.983,14.59,87098.38,1258.12,11,13
2636983,2636.983,14.58,87108.07,1257.21,11,14
2637984,2637.984,14.58,87111.59,1256.88,12,15
2638985,2638.985,14.58,87123.39,1255.77,11,14
2639986,2639.986,14.58,87129.47,1255.2,11,13
2640987,2640.987,14.57,87132.02,1254.96,11,14
2641988,2641.988,14.57,87141.03,1254.11,12,15
2642989,2642.989,14.57,87147.36,1253.52,11,14
2643990,2643.99,14.57,87160.17,1252.31,11,13
2644991,2644.991,14.57,87175.17,1250.9,11,14
2645983,2645.983,14.57,87181.3,1249.75,12,16
2646984,2646.984,14.57,87193.83,1248.93,11,13
2647969,2647.969,14.57,87201.84,1248.39,11,14
2648970,2648.97,14.57,87208.72,1247.75,11,13
2649969,2649.969,14.57,87213.1,1247.33,12,14
2650970,2650.97,14.57,87218.29,1246.85,12,15
2651971,2651.971,14.58,87222.19,1246.48,12,15
2652972,2652.972,14.59,87227.34,1246,13,16
2653970,2653.97,14.6,87233.37,1245.43,13,16
2654971,2654.971,14.6,87239.38,1244.86,13,17
2655971,2655.971,14.6,87243.34,1244.49,14,18
2656970,2656.97,14.61,87246.07,1244.24,13,16
2657971,2657.971,14.61,87247.58,1244.09,13,16
2658969,2658.969,14.61,87252.2,1243.66,13,17
2659971,2659.971,14.61,87254.51,1243.44,14,18
2660969,2660.969,14.61,87262.45,1242.7,14,18
2661971,2661.971,14.61,87261.07,1242.83,14,18
2662970,2662.97,14.61,87268.08,1242.17,14,18
2663971,2663.971,14.61,87272.71,1241.73,15,19
2664970,2664.97,14.61,87277.41,1241.29,14,18
2665971,2665.971,14.61,87281.11,1240.94,14,17
2666970,2666.97,14.61,87284.83,1240.59,14,18
2667971,2667.971,14.61,87294.88,1239.65,15,19
2668970,2668.97,14.61,87297.16,1239.44,14,17
2669972,2669.972,14.63,87300.12,1239.16,14,17
2670970,2670.97,14.65,87302.81,1238.9,14,18
2671972,2671.972,14.65,87310.89,1238.15,15,18
2672970,2672.97,14.65,87308.93,1238.33,15,18
2673969,2673.969,14.65,87311.7,1238.07,15,19
2674970,2674.97,14.65,87315.61,1237.7,16,21
2675972,2675.972,14.64,87323.99,1236.92,16,20
2676970,2676.97,14.64,87335.46,1235.84,16,20
2677971,2677.971,14.64,87345.26,1234.92,17,22
2678971,2678.971,14.66,87351.21,1234.36,16,21
2679969,2679.969,14.67,87365.94,1232.98,16,20
2680970,2680.97,14.67,87374.91,1232.14,16,20
2681971,2681.971,14.67,87378.16,1231.83,17,22
2682969,2682.969,14.68,87379.39,1231.71,17,22
2683970,2683.97,14.7,87383.11,1231.36,17,21
2684970,2684.97,14.7,87384.21,1231.26,18,22
2685971,2685.971,14.7,87389.66,1230.75,18,23
2686969,2686.969,14.72,87396.5,1230.11,18,23
2687970,2687.97,14.73,87402.19,1229.57,19,24
2688971,2688.971,14.74,87402.45,1229.55,19,25
2689969,2689.969,14.75,87411.73,1228.68,19,25
2690970,2690.97,14.77,87410.74,1228.77,20,26
2691972,2691.972,14.77,87414.91,1228.38,20,25
2692970,2692.97,14.75,87421.53,1227.76,20,25
2693972,2693.972,14.74,87422.74,1227.65,21,28
2694970,2694.97,14.74,87426.97,1227.25,20,26
2695971,2695.971,14.73,87427.41,1227.21,20,26
2696970,2696.97,14.72,87430.34,1226.93,20,26
2697971,2697.971,14.72,87430.07,1226.96,20,25
,,,,,,
,,,,,,
=== FLIGHT EVENT TIMELINE ===,,,,,,
System Start,,0 ms,,,,
Active State,,1655 ms,,,,
Freefall Detected,,2521545 ms,,,,
Actuator Deployed,,2521545 ms,,,,
Touchdown,,2697971 ms,,,,
