# Processed Acoustic Event Data, only loud events that exceed 70dBSPL
# Original format: eventMillis, peak_stored, rms_stored, zeroCrossings
# eventTime_s = eventMillis / 1000.0 (time of event since device boot, wraps at 255ms due to uint8 bug)
# peak_dBSPL = 20*log10(peak_stored * 128) + 29.69  [calibrated: raw=368, raw stored=2.875 -> 81dB SPL]
# rms_dBSPL  = 20*log10(rms_stored  * 128) + 29.69
#
Line    EventMillis  EventTime_s  Peak_stored   Peak_dBSPL  RMS_stored   RMS_dBSPL  Duration_ms  ZeroCross
3489            118        0.118            1         71.8           1        71.8            0          0
3490            119        0.119            1         71.8           1        71.8           63          0
3491            119        0.119            6         87.4           2        77.8          275          0
3492            120        0.120            1         71.8           1        71.8          137          0
3493            120        0.120            1         71.8           1        71.8            0          0
3494            121        0.121            1         71.8           1        71.8           45          0
3495            121        0.121            1         71.8           1        71.8          108          0
3496            121        0.121            1         71.8           1        71.8           46          0
3497            124        0.124            1         71.8           1        71.8           45          0
3498            125        0.125            1         71.8           1        71.8            1          0
3499            125        0.125            1         71.8           1        71.8           45          0
3500            126        0.126            2         77.8           1        71.8          137          0
3501            127        0.127            1         71.8           1        71.8            1          0
3502            130        0.130            1         71.8           1        71.8            0          0
3503            130        0.130            2         77.8           1        71.8           45          0
3504            131        0.131            1         71.8           1        71.8           45          0
3505            131        0.131            1         71.8           1        71.8            0          0
3506            131        0.131            3         81.4           1        71.8          229          0
3507            139        0.139            1         71.8           1        71.8            0          0
3508            140        0.140            1         71.8           1        71.8            0          0
3509            142        0.142            1         71.8           1        71.8            0          0
3510            146        0.146            1         71.8           1        71.8            0          0
3511            146        0.146            1         71.8           1        71.8            0          0
3512            148        0.148            1         71.8           1        71.8            0          0
3513            149        0.149            1         71.8           1        71.8          759          0
3514            156        0.156            1         71.8           1        71.8           46          0
3515            156        0.156            5         85.8           2        77.8          913          0
3516            158        0.158            2         77.8           1        71.8          228          0
3517            160        0.160            2         77.8           1        71.8            0          0
3518            161        0.161            3         81.4           1        71.8         1124          0
3519            162        0.162            1         71.8           1        71.8           46          0
3520            162        0.162            1         71.8           1        71.8          180          0
3521            164        0.164            4         83.9           2        77.8           46          0
3522            164        0.164            3         81.4           1        71.8          383          0
3523            164        0.164            2         77.8           1        71.8           91          0
3524            165        0.165            1         71.8           1        71.8            0          0
3525            168        0.168            1         71.8           1        71.8            0          0
3526            170        0.170            5         85.8           2        77.8          229          0
3527            170        0.170            2         77.8           1        71.8           92          0
3528            171        0.171            2         77.8           1        71.8          136          0
3529            171        0.171            1         71.8           1        71.8            0          0
3530            171        0.171            3         81.4           1        71.8          833          0
3531            173        0.173            1         71.8           1        71.8           46          0
3532            175        0.175            4         83.9           2        77.8         1042          0
3533            176        0.176            3         81.4           1        71.8          137          0
3534            177        0.177            3         81.4           1        71.8          547          0
3535            177        0.177            1         71.8           1        71.8            0          0
3536            178        0.178            1         71.8           1        71.8            0          0
3537            179        0.179            1         71.8           1        71.8          458          0
3538            182        0.182            3         81.4           1        71.8           91          0
3539            192        0.192            1         71.8           1        71.8            0          0
3540            195        0.195            1         71.8           1        71.8            0          0
3541            195        0.195            3         81.4           1        71.8          109          0
3542            195        0.195            2         77.8           1        71.8          364          0
3543            196        0.196            3         81.4           2        77.8           91          0
3544            196        0.196            1         71.8           1        71.8          787          0
3545            198        0.198            2         77.8           1        71.8          716          0
3546            199        0.199            1         71.8           1        71.8           46          0
3547            200        0.200            1         71.8           1        71.8            0          0
3548            200        0.200            2         77.8           1        71.8           46          0
3549            201        0.201            1         71.8           1        71.8            0          0
3550            207        0.207            1         71.8           1        71.8           45          0
3551            208        0.208            1         71.8           1        71.8           91          0
3552            211        0.211            2         77.8           1        71.8          181          0
3553            211        0.211            1         71.8           1        71.8           46          0
3554            217        0.217            1         71.8           1        71.8            0          0
3555            218        0.218            1         71.8           1        71.8            1          0
3556            221        0.221            2         77.8           1        71.8          138          0
3557            222        0.222            1         71.8           1        71.8            0          0
3558            222        0.222            1         71.8           1        71.8          137          0
3559            223        0.223            2         77.8           1        71.8            0          0
3560            224        0.224            1         71.8           1        71.8          137          0
3561            227        0.227            2         77.8           1        71.8           45          0
3562            228        0.228            2         77.8           1        71.8          137          0
3563            228        0.228            1         71.8           1        71.8           63          0
3564            229        0.229            2         77.8           1        71.8          184          0
3565            230        0.230            3         81.4           2        77.8           45          0
3566            231        0.231            1         71.8           1        71.8          759          0
3567            232        0.232            1         71.8           1        71.8            0          0
3568            232        0.232            1         71.8           1        71.8           91          0
3569            234        0.234            1         71.8           1        71.8            0          0
3570            235        0.235            5         85.8           2        77.8          229          0
3571            235        0.235            3         81.4           1        71.8          867          0
3572            236        0.236            4         83.9           2        77.8          137          0
3573            237        0.237            1         71.8           1        71.8            0          0
3574            238        0.238            1         71.8           1        71.8            0          0
3575            238        0.238            1         71.8           1        71.8          228          0
3576            239        0.239            1         71.8           1        71.8         1348          0
3577            241        0.241            2         77.8           1        71.8           46          0
3578            241        0.241            2         77.8           1        71.8           92          0
3579            241        0.241            1         71.8           1        71.8          886          0
3580            242        0.242            1         71.8           1        71.8            0          0
3581            243        0.243            2         77.8           1        71.8          183          0
3582            243        0.243            2         77.8           1        71.8         1073          0
3583            244        0.244            1         71.8           1        71.8            0          0
3584            244        0.244            5         85.8           2        77.8          610          0
3585            246        0.246            5         85.8           2        77.8          565          0
3586            247        0.247            2         77.8           1        71.8           46          0
3587            247        0.247            2         77.8           1        71.8          846          0
3588            249        0.249            1         71.8           1        71.8            0          0
3589            250        0.250            1         71.8           1        71.8            0          0
3590            251        0.251            1         71.8           1        71.8           46          0
3591            252        0.252            2         77.8           1        71.8          275          0
3592            253        0.253            2         77.8           1        71.8          591          0
3593            253        0.253            1         71.8           1        71.8            0          0
3594            255        0.255            3         81.4           1        71.8          366          0
3595              0        0.000            2         77.8           1        71.8          759          0
3596              1        0.001            1         71.8           1        71.8           45          0
3597              1        0.001            1         71.8           1        71.8            0          0
3598              3        0.003            1         71.8           1        71.8           46          0
3599              4        0.004            4         83.9           2        77.8          228          0
3600              5        0.005            2         77.8           1        71.8           46          0
3601              5        0.005            1         71.8           1        71.8            0          0
3602              5        0.005            2         77.8           1        71.8          365          0
3603              7        0.007            1         71.8           1        71.8            0          0
3604              7        0.007            2         77.8           1        71.8           45          0
3605              8        0.008            5         85.8           2        77.8         1022          0
3606              9        0.009            2         77.8           1        71.8           91          0
3607              9        0.009            2         77.8           1        71.8           46          0
3608             11        0.011            3         81.4           1        71.8          336          0
3609             11        0.011            2         77.8           1        71.8          137          0
3610             12        0.012            3         81.4           1        71.8          971          0
3611             13        0.013            2         77.8           1        71.8          274          0
3612             15        0.015            2         77.8           1        71.8          137          0
3613             15        0.015            2         77.8           1        71.8          138          0
3614             17        0.017            1         71.8           1        71.8           45          0
3615             19        0.019            1         71.8           1        71.8          183          0
3616             20        0.020            2         77.8           1        71.8           91          0
3617             20        0.020            1         71.8           1        71.8            0          0
3618             21        0.021            1         71.8           1        71.8            0          0
3619             21        0.021            2         77.8           1        71.8            0          0
3620             23        0.023            2         77.8           1        71.8            0          0
3621             23        0.023            2         77.8           1        71.8           45          0
3622             23        0.023            1         71.8           1        71.8           45          0
3623             24        0.024            2         77.8           1        71.8           92          0
3624             24        0.024            1         71.8           1        71.8           46          0
3625             25        0.025            4         83.9           2        77.8            0          0
3626             25        0.025            2         77.8           1        71.8          183          0
3627             26        0.026            1         71.8           1        71.8            0          0
3628             26        0.026            1         71.8           1        71.8           91          0
3629             26        0.026            1         71.8           1        71.8            0          0
3630             27        0.027            2         77.8           1        71.8          108          0
3631             28        0.028            4         83.9           2        77.8         1529          0
3632             29        0.029            1         71.8           1        71.8           63          0
3633             31        0.031            3         81.4           1        71.8            1          0
3634             34        0.034            7         88.7           2        77.8          274          0
3635             34        0.034            1         71.8           1        71.8            0          0
3636             35        0.035            2         77.8           1        71.8           91          0
3637             36        0.036            2         77.8           1        71.8            0          0
3638             36        0.036            2         77.8           1        71.8          184          0
3639             38        0.038            1         71.8           1        71.8            0          0
3640             38        0.038            3         81.4           1        71.8          182          0
3641             39        0.039            1         71.8           1        71.8            0          0
3642             40        0.040            2         77.8           1        71.8          228          0
3643             41        0.041            4         83.9           2        77.8          990          0
3644             42        0.042            1         71.8           1        71.8            0          0
3645             42        0.042            1         71.8           1        71.8            0          0
3646             42        0.042            1         71.8           1        71.8           46          0
3647             44        0.044            2         77.8           1        71.8            0          0
3648             44        0.044            1         71.8           1        71.8           46          0
3649             46        0.046            1         71.8           1        71.8           46          0
3650             47        0.047            3         81.4           1        71.8           46          0
3651             48        0.048            2         77.8           1        71.8            1          0
3652             48        0.048            2         77.8           1        71.8          154          0
3653             48        0.048            1         71.8           1        71.8           46          0
3654             48        0.048            1         71.8           1        71.8           91          0
3655             50        0.050            2         77.8           1        71.8            0          0
3656             50        0.050            1         71.8           1        71.8            0          0
3657             50        0.050            1         71.8           1        71.8           92          0
3658             51        0.051            1         71.8           1        71.8          797          0
3659             52        0.052            2         77.8           1        71.8           91          0
3660             54        0.054            1         71.8           1        71.8            0          0
3661             54        0.054            1         71.8           1        71.8           63          0
3662             54        0.054            1         71.8           1        71.8            0          0
3663             55        0.055            1         71.8           1        71.8            0          0
3664             56        0.056            4         83.9           2        77.8            1          0
3665             56        0.056            1         71.8           1        71.8            0          0
3666             56        0.056            2         77.8           1        71.8          137          0
3667             57        0.057            1         71.8           1        71.8           46          0
3668             58        0.058            2         77.8           1        71.8           46          0
3669             59        0.059            1         71.8           1        71.8           45          0
3670             59        0.059            1         71.8           1        71.8            0          0
3671             60        0.060            1         71.8           1        71.8            0          0
3672             60        0.060            2         77.8           1        71.8           91          0
3673             61        0.061            4         83.9           1        71.8           91          0
3674             62        0.062            1         71.8           1        71.8            0          0
3675             62        0.062            1         71.8           1        71.8           91          0
3676             63        0.063            1         71.8           1        71.8            0          0
3677             64        0.064            1         71.8           1        71.8            0          0
3678             65        0.065            2         77.8           1        71.8         1399          0
3679             66        0.066            1         71.8           1        71.8            0          0
3680             67        0.067            2         77.8           1        71.8          182          0
3681             68        0.068            3         81.4           1        71.8          182          0
3682             69        0.069            1         71.8           1        71.8           46          0
3683             71        0.071            1         71.8           1        71.8           47          0
3684             71        0.071            1         71.8           1        71.8            0          0
3685             72        0.072            2         77.8           1        71.8          753          0
3686             72        0.072            2         77.8           1        71.8          199          0
3687             73        0.073            2         77.8           1        71.8           45          0
3688             73        0.073            2         77.8           1        71.8          182          0
3689             75        0.075            1         71.8           1        71.8            0          0
3690             75        0.075            2         77.8           1        71.8          137          0
3691             75        0.075            1         71.8           1        71.8           91          0
3692             77        0.077            1         71.8           1        71.8           64          0
3693             77        0.077            1         71.8           1        71.8            0          0
3694             78        0.078            3         81.4           1        71.8          760          0
3695             79        0.079            2         77.8           1        71.8          154          0
3696             81        0.081            3         81.4           1        71.8          108          0
3697             81        0.081            3         81.4           1        71.8           46          0
3698             83        0.083            1         71.8           1        71.8           46          0
3699             83        0.083            3         81.4           1        71.8          272          0
3700             84        0.084            2         77.8           1        71.8            0          0
3701             85        0.085            2         77.8           1        71.8           91          0
3702             85        0.085            1         71.8           1        71.8           46          0
3703             87        0.087            1         71.8           1        71.8          137          0
3704             88        0.088            4         83.9           1        71.8          228          0
3705             88        0.088            5         85.8           2        77.8         1028          0
3706             89        0.089            2         77.8           1        71.8          320          0
3707             90        0.090            3         81.4           1        71.8          182          0
3708             91        0.091            1         71.8           1        71.8          136          0
3709             91        0.091            1         71.8           1        71.8            0          0
3710             91        0.091            1         71.8           1        71.8          229          0
3711             92        0.092            2         77.8           1        71.8          795          0
3712             94        0.094           23         99.1           5        85.8         1123          0
3713             95        0.095            1         71.8           1        71.8           45          0
3714             95        0.095            2         77.8           1        71.8          229          0
3715             96        0.096            1         71.8           1        71.8            0          0
3716             96        0.096            5         85.8           2        77.8          136          0
3717             97        0.097            2         77.8           1        71.8          136          0
3718             97        0.097            2         77.8           1        71.8           91          0
3719             98        0.098            1         71.8           1        71.8           46          0
3720             98        0.098            4         83.9           1        71.8         1069          0
3721            100        0.100            4         83.9           1        71.8          139          0
3722            100        0.100            3         81.4           1        71.8          850          0
3723            101        0.101            2         77.8           1        71.8          137          0
3724            102        0.102            1         71.8           1        71.8           46          0
3725            103        0.103            2         77.8           1        71.8            1          0
3726            103        0.103            4         83.9           1        71.8          335          0
3727            104        0.104            4         83.9           1        71.8          320          0
3728            105        0.105            5         85.8           1        71.8          702          0
3729            107        0.107            1         71.8           1        71.8            0          0
3730            107        0.107            1         71.8           1        71.8           45          0
3731            108        0.108            3         81.4           1        71.8          137          0
3732            109        0.109            2         77.8           1        71.8          933          0
3733            110        0.110            1         71.8           1        71.8            0          0
3734            110        0.110            4         83.9           2        77.8          273          0
3735            110        0.110            3         81.4           1        71.8         1027          0
3736            112        0.112            2         77.8           1        71.8           63          0
3737            112        0.112            2         77.8           1        71.8           91          0
3738            113        0.113            1         71.8           1        71.8           92          0
3739            114        0.114            1         71.8           1        71.8            0          0
3740            116        0.116            5         85.8           2        77.8          275          0
3741            116        0.116            2         77.8           1        71.8          275          0
3742            118        0.118            2         77.8           1        71.8          229          0
3743            118        0.118            2         77.8           1        71.8          182          0
3744            120        0.120            6         87.4           2        77.8          792          0
3745            121        0.121            1         71.8           1        71.8           45          0
3746            122        0.122            4         83.9           2        77.8            1          0
3747            122        0.122            5         85.8           2        77.8          565          0
3748            123        0.123            5         85.8           2        77.8         1077          0
3749            124        0.124            4         83.9           1        71.8          278          0
3750            125        0.125            3         81.4           1        71.8          746          0
3751            126        0.126            2         77.8           1        71.8            0          0
3752            126        0.126            1         71.8           1        71.8            0          0
3753            127        0.127            2         77.8           1        71.8           91          0
3754            128        0.128            1         71.8           1        71.8            0          0
3755            128        0.128            1         71.8           1        71.8           45          0
3756            129        0.129            1         71.8           1        71.8            0          0
3757            129        0.129            1         71.8           1        71.8            0          0
3758            129        0.129            1         71.8           1        71.8            0          0
3759            130        0.130            3         81.4           1        71.8          138          0
3760            131        0.131            2         77.8           1        71.8          273          0
3761            133        0.133            1         71.8           1        71.8            0          0
3762            135        0.135            1         71.8           1        71.8            0          0
3763            135        0.135            3         81.4           1        71.8         1492          0
3764            137        0.137            2         77.8           1        71.8          773          0
3765            138        0.138            1         71.8           1        71.8           46          0
3766            139        0.139            1         71.8           1        71.8            0          0
3767            139        0.139            1         71.8           1        71.8           46          0
3768            141        0.141            1         71.8           1        71.8            0          0
3769            143        0.143            1         71.8           1        71.8           46          0
3770            143        0.143            1         71.8           1        71.8            0          0
3771            144        0.144            3         81.4           1        71.8           91          0
3772            145        0.145            1         71.8           1        71.8          264          0
3773            147        0.147            1         71.8           1        71.8            0          0
3774             17        0.017            1         71.8           1        71.8            0          0
3775             17        0.017            2         77.8           1        71.8          306          0
3776             19        0.019            2         77.8           1        71.8          138          0
3777             19        0.019           19         97.4           4        83.9          136          0
3778             19        0.019            5         85.8           2        77.8          457          0
3779             20        0.020            2         77.8           1        71.8           92          0
3780             20        0.020            1         71.8           1        71.8           46          0
3781             21        0.021            3         81.4           1        71.8          365          0
3782             21        0.021            4         83.9           1        71.8          183          0
3783             22        0.022            1         71.8           1        71.8            0          0
3784             23        0.023            1         71.8           1        71.8            0          0
3785             26        0.026            1         71.8           1        71.8           92          0
3786             26        0.026            1         71.8           1        71.8            0          0
3787             27        0.027            2         77.8           1        71.8          229          0
3788             27        0.027            1         71.8           1        71.8           46          0
3789             28        0.028            3         81.4           1        71.8          413          0
3790             28        0.028            2         77.8           1        71.8          137          0
3791             28        0.028            1         71.8           1        71.8            0          0
3792             29        0.029            3         81.4           1        71.8          137          0
3793             29        0.029            1         71.8           1        71.8           92          0
3794             30        0.030            1         71.8           1        71.8          183          0
3795             31        0.031            1         71.8           1        71.8          137          0
3796             31        0.031            2         77.8           1        71.8          658          0
3797             32        0.032            2         77.8           1        71.8          548          0
3798             33        0.033            2         77.8           1        71.8          137          0
3799             33        0.033            6         87.4           2        77.8          639          0
3800             34        0.034            3         81.4           2        77.8           45          0
3801             35        0.035            2         77.8           1        71.8          137          0
3802             35        0.035            2         77.8           1        71.8           92          0
3803             35        0.035            1         71.8           1        71.8            0          0
3804             37        0.037            4         83.9           2        77.8           92          0
3805             38        0.038            1         71.8           1        71.8            0          0
3806             38        0.038            1         71.8           1        71.8           91          0
3807             38        0.038            3         81.4           1        71.8          523          0
3808             39        0.039            2         77.8           1        71.8          136          0
3809             40        0.040            3         81.4           1        71.8          184          0
3810             40        0.040            1         71.8           1        71.8            1          0
3811             41        0.041            1         71.8           1        71.8          137          0
3812             42        0.042            1         71.8           1        71.8           46          0
3813             42        0.042            1         71.8           1        71.8           46          0
3814             43        0.043            1         71.8           1        71.8          246          0
3815             44        0.044            1         71.8           1        71.8            0          0
3816             47        0.047            3         81.4           2        77.8           92          0
3817             47        0.047            6         87.4           2        77.8          366          0
3818             47        0.047            1         71.8           1        71.8           45          0
3819             48        0.048            4         83.9           1        71.8          612          0
3820             49        0.049            4         83.9           2        77.8          428          0
3821             50        0.050            1         71.8           1        71.8          109          0
3822             51        0.051            1         71.8           1        71.8            0          0
3823             51        0.051            1         71.8           1        71.8            0          0
3824             51        0.051            1         71.8           1        71.8            0          0
3825             51        0.051            2         77.8           1        71.8           92          0
3826             52        0.052            2         77.8           1        71.8           90          0
3827             52        0.052            1         71.8           1        71.8           46          0
3828             53        0.053            1         71.8           1        71.8            0          0
3829             53        0.053            1         71.8           1        71.8          183          0
3830             53        0.053            1         71.8           1        71.8            0          0
3831             54        0.054            1         71.8           1        71.8           91          0
3832             55        0.055            3         81.4           2        77.8            0          0
3833             56        0.056            2         77.8           1        71.8          228          0
3834             57        0.057            1         71.8           1        71.8            0          0
3835             57        0.057            2         77.8           1        71.8           91          0
3836             57        0.057            5         85.8           2        77.8          613          0
3837             58        0.058            2         77.8           1        71.8          229          0
3838             63        0.063            1         71.8           1        71.8            0          0
3839             64        0.064            1         71.8           1        71.8           46          0
3840             66        0.066            5         85.8           2        77.8          274          0
3841             66        0.066            3         81.4           2        77.8            0          0
3842             67        0.067            4         83.9           2        77.8          183          0
3843             67        0.067            6         87.4           2        77.8          276          0
3844             68        0.068            2         77.8           1        71.8           91          0
3845             68        0.068            2         77.8           1        71.8           45          0
3846             68        0.068            2         77.8           1        71.8          246          0
3847             69        0.069            3         81.4           1        71.8          182          0
3848             69        0.069            1         71.8           1        71.8           46          0
3849             72        0.072            2         77.8           1        71.8          137          0
3850             73        0.073            1         71.8           1        71.8           45          0
3851             74        0.074            2         77.8           1        71.8          109          0
3852             75        0.075            5         85.8           2        77.8          365          0
3853             75        0.075            4         83.9           1        71.8          475          0
3854             76        0.076            2         77.8           1        71.8           46          0
3855             76        0.076            1         71.8           1        71.8           94          0
3856             80        0.080            1         71.8           1        71.8            0          0
3857             81        0.081            3         81.4           1        71.8          433          0
3858             82        0.082            2         77.8           1        71.8          137          0
3859             82        0.082            1         71.8           1        71.8            0          0
3860             82        0.082            2         77.8           1        71.8          319          0
3861             83        0.083            1         71.8           1        71.8           46          0
3862             86        0.086            5         85.8           2        77.8          318          0
3863             87        0.087            1         71.8           1        71.8            0          0
3864             87        0.087            1         71.8           1        71.8            0          0
3865             87        0.087            1         71.8           1        71.8           45          0
3866             30        0.030            8         89.9           1        71.8          408          0
3867             33        0.033            5         85.8           2        77.8          137          0
3868             33        0.033            3         81.4           1        71.8          320          0
3869             35        0.035            2         77.8           1        71.8          184          0
3870             35        0.035            2         77.8           1        71.8           92          0
3871             37        0.037            2         77.8           1        71.8          135          0
3872             38        0.038            2         77.8           1        71.8          138          0
3873             38        0.038            2         77.8           1        71.8          617          0
3874             39        0.039            1         71.8           1        71.8           45          0
3875             40        0.040            1         71.8           1        71.8           46          0
3876             41        0.041            2         77.8           1        71.8            1          0
3877             41        0.041            1         71.8           1        71.8           46          0
3878             41        0.041            2         77.8           1        71.8          183          0
3879             42        0.042            1         71.8           1        71.8            0          0
3880             43        0.043            2         77.8           1        71.8          137          0
3881             44        0.044            4         83.9           1        71.8          412          0
3882             44        0.044            3         81.4           1        71.8          615          0
3883             45        0.045            2         77.8           1        71.8          246          0
3884             46        0.046            4         83.9           1        71.8          977          0
3885             47        0.047            1         71.8           1        71.8           47          0
3886             48        0.048            2         77.8           1        71.8           92          0
3887             48        0.048            1         71.8           1        71.8          931          0
3888             50        0.050            1         71.8           1        71.8           45          0
3889             50        0.050            2         77.8           1        71.8           92          0
3890             50        0.050            3         81.4           1        71.8         1314          0
3891             52        0.052            2         77.8           1        71.8          183          0
3892             52        0.052            4         83.9           1        71.8         1308          0
3893             54        0.054            1         71.8           1        71.8          182          0
3894             56        0.056            3         81.4           1        71.8         1173          0
3895             57        0.057            1         71.8           1        71.8            0          0
3896             58        0.058            2         77.8           1        71.8          275          0
3897             59        0.059            1         71.8           1        71.8            0          0
3898             61        0.061            4         83.9           2        77.8          612          0
3899             62        0.062            1         71.8           1        71.8            0          0
3900             62        0.062            2         77.8           1        71.8           46          0
3901             63        0.063            4         83.9           1        71.8         1493          0
3902             65        0.065            1         71.8           1        71.8            0          0
3903             66        0.066            1         71.8           1        71.8            0          0
3904             68        0.068            1         71.8           1        71.8            0          0
3905             70        0.070            2         77.8           1        71.8          227          0
3906             71        0.071            2         77.8           1        71.8           45          0
3907             72        0.072            3         81.4           1        71.8         1195          0
3908             75        0.075            2         77.8           1        71.8           45          0
3909             75        0.075            1         71.8           1        71.8            0          0
